web-scraper-order,web-scraper-start-url,profile,profile-href,brand,model,price,stars,t2size,t2width,arch,weight,comfort,style,comment
1588907658-10013,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-anthem-2-grey-primer-peacoat/product/9181072/color/820304,Brooks,Anthem 2,$62.94 ,4Rated 4 stars out of 5,87%,92%,71%,Weight: 10 oz,5Rated 5 stars out of 5,,
1588907366-8397,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/new-balance-fuelcell-propel-black-black/product/9221129/color/183092,New Balance,FuelCell Propel,$109.95 ,5Rated 5 stars out of 5,92%,85%,64%,Weight: 9 oz,,,Perfect fit & phenomenal comfort.
1588907009-6816,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/altra-footwear-torin-4-gray-lime/product/9262287/color/91451,Altra Footwear,Torin 4,$107.99 ,4Rated 4 stars out of 5,79%,88%,88%,Weight: 10 oz,5Rated 5 stars out of 5,,
1588906864-6432,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/saucony-versafoam-flare-grey/product/9161114/color/401,Saucony,Versafoam Flare,$69.95 ,4Rated 4 stars out of 5,100%,100%,80%,Weight: 8 oz,,4Rated 4 stars out of 5,
1588906337-4623,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/adidas-running-ultraboost-20-core-black-boost-blue-violet-metallic-footwear-white/product/9315046/color/840103,adidas Running,Ultraboost 20,$180.00 ,4Rated 4 stars out of 5,81%,100%,59%,Weight: 11.8 oz,5Rated 5 stars out of 5,,
1588906393-4914,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/adidas-running-ultraboost-20-crystal-white-glory-blue-solar-red/product/9315046/color/889240,adidas Running,Ultraboost 20,$179.95 ,4Rated 4 stars out of 5,81%,100%,59%,Weight: 11.8 oz,,,"These shoes seem to run big. I ordered my husband a pair in size 11 which is the size he typically wears in Adidas, and they were huge! Ordered a 10.5, and the length was still too long. He opted not to order another pair even smaller because even though the length was so long, the opening to insert his foot was quite small and tight. These shoes don't have the typical unattached tongue--it is attached to the sides of the shoe, so you can't just loosen the laces to insert your foot. Loved the style and color, but could not make it work."
1588906696-5823,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/hoka-one-one-hupana-flow-wool-dark-shadow-charcoal-gray/product/9229084/color/813680,Hoka One One,Hupana Flow Wool,$95.99 ,5Rated 5 stars out of 5,89%,75%,75%,Weight: 10.6 oz,,5Rated 5 stars out of 5,
1588907885-11262,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/brooks-adrenaline-gts-20-white-grey-deep-water/product/9221992/color/857598,Brooks,Adrenaline GTS 20,$129.95 ,4Rated 4 stars out of 5,84%,90%,66%,Weight: 10 oz,,,"I suffered with plantar fasciitis for almost a year. I tried all different types of insoles, cortisone shots at the podiatrist and rollers at night and morning. I thought I was going to be stuck with incredibly painful first steps (even after short periods of sitting) for the rest of my life. I used to only wear new balance. This is my first pair of Brooks. I bought these shoes right before Christmas and have worn them everyday since purchase. I no longer have pain in my foot/heel. It's a miracle! I didn't switch out or change the insoles, just kept the ones in that they came with. I think I'm going to stock up on these and might buy a few other Brooks sneakers. Thanks for changing my life!"
1588905977-3086,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=9,,https://www.zappos.com/p/on-cloudflyer-grey-lime/product/8624314/color/9069,On,Cloudflyer,$159.00 ,4Rated 4 stars out of 5,86%,91%,84%,Weight: 10.6 oz,5Rated 5 stars out of 5,,
1588907552-9450,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/brooks-levitate-3-black-ebony-silver/product/9305403/color/713676,Brooks,Levitate 3,$149.95 ,4Rated 4 stars out of 5,88%,75%,75%,Weight: 12 oz,,,Absolutely awful. I have been wearing brooks levitate series since they were first introduced. There is a horrible design flaw where the back of the shoe curves into the back of your ankle. CausiNg pain while while and bleeding after a short run. Maybe i have sensitive ankles or maybe this is a poor designs. Brooks— leave well enough alone and bring back the heel on levitate 2.
1588907262-7940,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-1400v6-eclipse-lemon-slush/product/9038234/color/832829,New Balance,1400v6,$99.99 ,4Rated 4 stars out of 5,82%,90%,90%,Weight: 8 oz,,3Rated 3 stars out of 5,
1588907631-9838,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-pureflow-7-black-ebony-deep-water/product/8967133/color/822656,Brooks,PureFlow 7,$89.95 ,4Rated 4 stars out of 5,82%,80%,88%,Weight: 10 oz,5Rated 5 stars out of 5,,
1588906076-3514,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=9,,https://www.zappos.com/p/under-armour-surge-se-4e-black-white-white/product/9224799/color/31878,Under Armour,Surge SE 4E,$50.29 ,5Rated 5 stars out of 5,86%,86%,57%,Weight: 12 oz,,,I am a female but I order men's sneakers because you can get a much wider shoe than in women's.  I normally order New Balance but thought I'd try the UA and I am very pleased. They are more comfortable than than many of the NB I've purchased in the past.  My arch is also very high and these nearly fit it which is very rare.  The only thing I would change on these is the color. I would prefer either a different color or more design with more colors.  I am definitely recommending these shoes!
1588906287-4406,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/adidas-running-ultraboost-19-core-black-linen-crystal-white/product/9453062/color/830775,adidas Running,Ultraboost 19,$125.99 ,4Rated 4 stars out of 5,75%,96%,72%,null,,,One of the most comfortable shoes you can buy!
1588907484-9031,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-run-all-day-2-midnight-navy-white-black/product/9312412/color/385108,Nike,Run All Day 2,$63.79 ,4Rated 4 stars out of 5,91%,100%,80%,Weight: 9.6 oz,5Rated 5 stars out of 5,,
1588907975-11817,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gt-2000-8-safety-yellow-white/product/9300940/color/382230,ASICS,GT-2000 8,$119.95 ,4Rated 4 stars out of 5,75%,69%,65%,Weight: 10 oz,,,"I always wear a 10 W.  These I ordered in a 10 W and had to return them.  I then ordered a 10.5 4E -wide and they were STILL the width of a rabbit's foot.  I admit, my feet are like Fred Flintstone for a woman, but these shoes are too small.  It's a shame"
1588906383-4849,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/adidas-running-ultraboost-20-core-black-grey-four-solar-red/product/9315046/color/840102,adidas Running,Ultraboost 20,$180.00 ,4Rated 4 stars out of 5,81%,100%,59%,Weight: 11.8 oz,1Rated 1 stars out of 5,,
1588907623-9801,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-revel-3-white-black-yellow/product/9223537/color/12184,Brooks,Revel 3,$79.95 ,5Rated 5 stars out of 5,88%,86%,71%,Weight: 9 oz,,5Rated 5 stars out of 5,
1588907683-10183,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-glycerin-18-black-ebony-blue/product/9305365/color/810927,Brooks,Glycerin 18,$150.00 ,4Rated 4 stars out of 5,100%,100%,69%,Weight: 10 oz,,,Fit perfect.  Definite upgrade over the Glycerin 17.  I wore both shoes brand new side by side and you can tell the 18 has a bit more cushioning.  Highly recommended!
1588906122-3723,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/saucony-ride-iso-2-blackout/product/9243277/color/17860,Saucony,Ride ISO 2,$120.00 ,5Rated 5 stars out of 5,83%,100%,92%,Weight: 10 oz,,,My favorite shoe! Have been running/walking for 55 years. Will be walking the NYC MARATHON in these shoes on November 3rd. Enough said!
1588907914-11440,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/brooks-beast-20-blue-grey-peacoat/product/9305382/color/836846,Brooks,Beast '20,$160.00 ,4Rated 4 stars out of 5,89%,79%,78%,Weight: 13 oz,,,"If you are a Beast fan and you order the black color or Ebony color you will discover that they fit narrow. 
The grey color fits me great. True to size and width(2E). The dark colors are totally different. Beware."
1588907252-7879,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-fuelcell-echo-neo-flam-black/product/9279498/color/849243,New Balance,Fuelcell Echo,$99.99 ,4Rated 4 stars out of 5,80%,89%,89%,Weight: 12 oz,,,Heel counter feels a little rough.
1588907652-9982,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-anthem-2-black-grey-bronze/product/9181072/color/709103,Brooks,Anthem 2,$56.94 ,4Rated 4 stars out of 5,87%,92%,71%,Weight: 10 oz,,,Comfortable and stylish running shoes. Roomy with pretty good cushioning.
1588906498-5275,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/hoka-one-one-hupana-flow-forest-night-rifle-green/product/9229081/color/281393,Hoka One One,Hupana Flow,$114.95 ,4Rated 4 stars out of 5,40%,75%,80%,Weight: 10 oz,,,"First pair of Huka One One and definitely not the last pair!
Extremely comfortable and feels like a pair of soft slippers.
The style is great and would highly recommend these shoes!!"
1588907293-8024,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-fuelcell-echolucent-light-slate-lemon-slush/product/9335036/color/849237,New Balance,FuelCell Echolucent,$99.99 ,5Rated 5 stars out of 5,60%,100%,100%,Weight: 1 lb 3.5 oz,,,Fit nice and feel good running with plenty of cushion.
1588906942-6608,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/hoka-one-one-elevon-2-dark-shadow-imperial-blue/product/9321302/color/842491,Hoka One One,Elevon 2,$159.95 ,4Rated 4 stars out of 5,100%,100%,50%,Weight: 11 oz,,5Rated 5 stars out of 5,
1588906437-5187,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/asics-gt-2000-8-classic-red/product/9300940/color/62316,ASICS,GT-2000 8,$119.95 ,4Rated 4 stars out of 5,75%,69%,65%,Weight: 10 oz,,5Rated 5 stars out of 5,
1588907173-7504,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/hoka-one-one-gaviota-2-lead-anthracite/product/9140338/color/176370,Hoka One One,Gaviota 2,$149.95 ,4Rated 4 stars out of 5,78%,83%,77%,Heel Height: 1 1?2 in,5Rated 5 stars out of 5,,
1588907681-10162,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-ghost-12-microchip-grey-poseidon/product/9223532/color/857597,Brooks,Ghost 12,$129.95 ,4Rated 4 stars out of 5,86%,85%,81%,Weight: 10 oz,1Rated 1 stars out of 5,,
1588906256-4262,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/nike-flyease-air-zoom-pegasus-36-racer-blue-black-blue-hero-white/product/9222134/color/810311,Nike,FlyEase Air Zoom Pegasus 36,$94.97 ,3Rated 3 stars out of 5,71%,54%,83%,Weight: 12 oz,,5Rated 5 stars out of 5,
1588906223-4094,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/nike-downshifter-9-black-black-anthracite/product/9191891/color/138848,Nike,Downshifter 9,$45.00 ,4Rated 4 stars out of 5,83%,82%,77%,Weight: 10 oz,2Rated 2 stars out of 5,,
1588906887-6489,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/saucony-versafoam-inferno-navy-black/product/9161118/color/504,Saucony,Versafoam Inferno,$59.99 ,4Rated 4 stars out of 5,100%,100%,83%,Weight: 9 oz,,5Rated 5 stars out of 5,
1588907683-10185,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-glycerin-18-black-ebony-blue/product/9305365/color/810927,Brooks,Glycerin 18,$150.00 ,4Rated 4 stars out of 5,100%,100%,69%,Weight: 10 oz,,,This is one of the best fitting shoes that i have worn. It is very comfortable. I wear them whenever i go for my walks and around the house. I have a problem and have to wear orthotics inserts and have had problems with wearing them in other shoes. But not with these shoes.
1588907115-7297,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/on-cloud-x-black-asphalt/product/8974388/color/12049,On,Cloud X,$139.99 ,4Rated 4 stars out of 5,74%,84%,80%,Weight: 10 oz,3Rated 3 stars out of 5,,
1588907683-10180,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-glycerin-18-black-ebony-blue/product/9305365/color/810927,Brooks,Glycerin 18,$150.00 ,4Rated 4 stars out of 5,100%,100%,69%,Weight: 10 oz,,4Rated 4 stars out of 5,
1588907873-11180,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/brooks-bedlam-2-ebony-black-grey/product/9305423/color/717103,Brooks,Bedlam 2,$149.95 ,4Rated 4 stars out of 5,100%,100%,33%,Weight: 12 oz,4Rated 4 stars out of 5,,
1588907964-11745,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gt-1000-9-black-black/product/9315817/color/183092,ASICS,GT-1000 9,$99.95 ,4Rated 4 stars out of 5,100%,75%,60%,Weight: 10 oz,5Rated 5 stars out of 5,,
1588907465-8937,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-downshifter-10-black-black-iron-grey/product/9356425/color/166058,Nike,Downshifter 10,$60.00 ,4Rated 4 stars out of 5,100%,100%,100%,Weight: 9.3 oz,5Rated 5 stars out of 5,,
1588906261-4282,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/nike-revolution-5-smoke-grey-dark-smoke-grey-photon-dust/product/9266704/color/839242,Nike,Revolution 5,$48.75 ,4Rated 4 stars out of 5,86%,93%,57%,Weight: 11.4 oz,4Rated 4 stars out of 5,,
1588906583-5424,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/altra-footwear-duo-1-5-blue-green/product/9262274/color/9436,Altra Footwear,Duo 1.5,$90.99 ,3Rated 3 stars out of 5,100%,100%,100%,Weight: 10 oz,3Rated 3 stars out of 5,,
1588907061-7033,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/under-armour-ua-charged-assert-8-pitch-gray-white-hushed-blue/product/9184515/color/840523,Under Armour,UA Charged Assert 8,$70.00 ,5Rated 5 stars out of 5,67%,94%,72%,Weight: 11 oz,,5Rated 5 stars out of 5,
1588906327-4581,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/adidas-running-nova-run-footwear-white-legend-ink-dark-blue/product/9221117/color/809605,adidas Running,Nova Run,$90.00 ,5Rated 5 stars out of 5,100%,100%,100%,Weight: 13 oz,,4Rated 4 stars out of 5,
1588906710-5885,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/on-cloudstratus-black-shadow/product/9225228/color/39826,On,Cloudstratus,$169.99 ,5Rated 5 stars out of 5,81%,93%,56%,Weight: 12 oz,,,Great fit. I have a wider foot and it fits great on my foot. Lightweight. Excellent shoe. Highly recommend
1588907865-11150,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/nike-air-zoom-winflo-6-black-white-dark-grey-metallic-platinum/product/9191854/color/801643,Nike,Air Zoom Winflo 6,$67.50 ,4Rated 4 stars out of 5,86%,96%,72%,Weight: 11 oz,,,The fit is excellent but the arch support is abysmal. It collapsed and then allowed my foot to go blond flat. Instant foot pain
1588907673-10111,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-ghost-12-grey-alloy-blue/product/9223532/color/830150,Brooks,Ghost 12,$129.95 ,4Rated 4 stars out of 5,86%,85%,81%,Weight: 10 oz,,4Rated 4 stars out of 5,
1588907416-8701,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/new-balance-fresh-foam-roav-knit-gunmetal-summer-fog/product/9221174/color/809662,New Balance,Fresh Foam Roav Knit,$43.97 ,4Rated 4 stars out of 5,78%,71%,89%,Weight: 11 oz,,5Rated 5 stars out of 5,
1588907989-11910,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gt-1000-9-grand-shark-pure-bronze/product/9315817/color/840649,ASICS,GT-1000 9,$99.95 ,4Rated 4 stars out of 5,100%,75%,60%,Weight: 10 oz,,,My teenage sons love everything about these shoes.
1588906820-6334,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/saucony-versafoam-flare-black/product/9161114/color/3,Saucony,Versafoam Flare,$69.95 ,4Rated 4 stars out of 5,100%,100%,80%,Weight: 8 oz,,,"These are the lowest quality shoes I've ever purchased here.  I wear Saucony running shoes all the time, but this year they have no model with my needed specs.  I've bought Skecher Performance shoes for casual style, ten dollars cheaper and actually excellent quality for the price.  I assumed Saucony's economy style line would still have some kind of Saucony-level of quality.  They're nice looking, but with WalMart shoe quality.  These are sold as running shoes, but I can't imagine anyone running in them.  It was uncomfortable just to stand in them.  While the shoe fits with room to spare, the midsole is flat and narrow.  Almost no cushioning in the heel.  I have Clarks leather loafers that are more comfortable to stand in."
1588907181-7537,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-870v5-black-white/product/9221131/color/151,New Balance,870v5,$109.95 ,5Rated 5 stars out of 5,100%,86%,71%,Weight: 11 oz,,,I got the E width shoe and they feel somewhat narrow compared to other E width shoes I have purchased.  I use these for fast-paced outdoor walking and they have so far been good for that.  The soles are strong enough to keep me feeling comfortable on gravelly roads.  Much better than the foam soles other athletic shoes have these days.
1588907789-10689,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gel-excitee-7-tuna-blue-white/product/9314771/color/840002,ASICS,GEL-Excite™ 7,$59.94 ,5Rated 5 stars out of 5,88%,100%,76%,Weight: 10 oz,5Rated 5 stars out of 5,,
1588907405-8631,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/new-balance-680v6-magnet-phantom/product/9152149/color/703649,New Balance,680v6,$74.95 ,4Rated 4 stars out of 5,83%,77%,78%,Weight: 11 oz,5Rated 5 stars out of 5,,
1588907347-8300,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-fresh-foam-roav-magnet-black/product/9191252/color/415312,New Balance,Fresh Foam Roav,$69.99 ,4Rated 4 stars out of 5,88%,100%,81%,Weight: 11 oz,,,Love them! Super comfortable to wear all day. I use mine for music festivals and they’ve been great!
1588906727-5966,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/hoka-one-one-rincon-imperial-blue-wan-blue/product/9229079/color/842506,Hoka One One,Rincon,$114.95 ,4Rated 4 stars out of 5,84%,93%,76%,Weight: 8 oz,,,"Terrible shoe. I am a marathon runner and triathlete, but these shoes destroyed my feet with hideous painful blisters after a 10km run. (Note; I ran twice 2x 10km to ensure that the shoes were in fact “broke in”."
1588906126-3747,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/saucony-versafoam-cohesion-12-black-black/product/9161123/color/183092,Saucony,Versafoam Cohesion 12,$39.95 ,4Rated 4 stars out of 5,90%,98%,89%,Weight: 9 oz,,,This shoe felt good straight out of the box. I have very wide feet and this shoe accommodated my width. Will most likely buy another pair in a different color.
1588907299-8066,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-fresh-foam-beacon-v2-vision-blue-thunder/product/9221132/color/840567,New Balance,Fresh Foam Beacon v2,$104.99 ,4Rated 4 stars out of 5,91%,82%,82%,Weight: 9 oz,,,"The good: shoe is light as a feather and it feels that way on your feet too. Very good looking shoes too. The meh: they are comfortable and cushy...for a while. After a few hours on my feet, they start to ache. I thought it might just be a breaking in thing, so I persisted until they reached full cushiness. Still, long hours in them caused ache in the pressure points. Note: I work indoors and am on my feet and on the move pretty much all day, I do not use these to run in. I’d recommend these for running around town in. Like I said, a shoe with good lines and looks and pretty comfy in short bursts. Also I am 190 plus pounds, so that you have a weight reference."
1588907741-10437,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/asics-gel-excite-6-black-putty/product/9134627/color/26052,ASICS,GEL-Excite® 6,$67.50 ,4Rated 4 stars out of 5,88%,92%,81%,Weight: 12 oz,,5Rated 5 stars out of 5,
1588907092-7192,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/hoka-one-one-bondi-6-lead-majolica-blue/product/9052010/color/842493,Hoka One One,Bondi 6,$149.95 ,4Rated 4 stars out of 5,82%,85%,72%,Weight: 13 oz,,,"So, my husband and I have purchased a lot of Hokas, and they are great shoes, with ONE MAJOR problem: they wear out rather quickly. This pair has a hole now (inner lining near the heel, exposing plastic), 4 months after purchase. They were not worn every day, maybe every other day for an hour or two. They should not wear out this quickly, but in my experience, all Hokas do wear out this quickly. The sole material also compresses pretty fast, making them much less cushy in just a few months. Overall, I still like these shoes because they are really comfortable, but I'm finding the value lacking. For $100-$150+, a shoe should last *at least* 6-8 months."
1588907665-10058,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-ghost-12-black-grey-stellar/product/9223532/color/836833,Brooks,Ghost 12,$129.95 ,4Rated 4 stars out of 5,86%,85%,81%,Weight: 10 oz,,4Rated 4 stars out of 5,
1588906673-5738,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/skechers-go-run-fast-valor-black/product/9170899/color/3,SKECHERS,Go Run Fast - Valor,$49.99 ,5Rated 5 stars out of 5,100%,100%,71%,Weight: 7.2 oz,,,"OMG, I love these shoes so much! I bought them for biking, and they are ridiculously comfortable -- like walking on air. My only complaint is that they don't come in different colors. I would seriously buy all of them!"
1588907799-10755,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gt-1000-8-mid-grey-peacoat/product/9215308/color/696431,ASICS,GT-1000 8,$67.50 ,4Rated 4 stars out of 5,83%,76%,84%,Weight: 11 oz,5Rated 5 stars out of 5,,
